criticita,progetto,regione,provincia,comune,multicomune,gestore,strada,prog_ini,prog_fin,livello,criticita_descrizione,criticita_classe,criticita_funz_strada,criticita_opera,criticita_danno,intervento_prima_fase_descrizione,intervento_prima_fase_categoria,intervento_prima_fase_titolo,intervento_prima_fase_importo_investimenti,intervento_prima_fase_tempi_progetto,intervento_prima_fase_tempi_lavori,intervento_prima_fase_prorita,intervento_seconda_fase_descrizione,intervento_seconda_fase_categoria,intervento_seconda_fase_titolo,intervento_seconda_fase_importo_investimenti,intervento_seconda_fase_tempi_progetto,intervento_seconda_fase_tempi_lavori,intervento_seconda_fase_prorita,importo_complessivo,finanziamento,fondi_da_programmare
SPMC4902,"P1MC49_E_
1701",Marche,Macerata,Pieve Torina,,"Provincia di
Macerata",SP96,2.05,3,1,"Frana a valle del Corpo stradale tra il Km
2+500 ed il Km 3+000 della S.P. 96 ‐
Pievetorina‐Colfiorito (MC)",Viabilità interrotta,Chiusa,Corpo stradale,"Avvallamento del corpo stradale per
scivolamento della scarpata lato valle  e
presenza di fratture longitudinali lungo il
p.v.","Realizzazione di una palificata di
contenimento della scarpata ed
esecuzione di cordolo in testa,
rifacimento del corpo stradale, opere
idrauliche ed installazione di barriera di
sicurezza per complessivi ml 500 circa",Interventi di ripristino della viabilità interrotta,"S.P. 96 ‐ Interventi di ripristino del corpo
stradale a prog. km 2,5","2.959.000,00",45,150,1,,,,,,,,"2.959.000,00",,"2.959.000,00"
SPMC4903,"P1MC49_E_
1701",Marche,Macerata,Pieve Torina,,"Provincia di
Macerata",SP96,3.25,3.03,1,"Protezione del corpo stradale dalla
caduta massi tra il Km 3+250 ed il Km
3+300 della S.P. 96 ‐ Pievetorina‐",Viabilità interrotta,Chiusa,"Barriere e
protezioni","Lesioni e danni al piano viabile da caduta
massi, reti esistenti danneggiate.","Rinforzo corticale per mq 1200 ed
installazione barriera rigida paramassi
per ml 60.00 circa",Interventi di ripristino della viabilità interrotta,"S.P. 96 ‐ Interventi di ripristino dielle reti
paramassi a prog. km 3,25","517.825,00",10,60,1,,,,,,,,"517.825,00",,"517.825,00"
SPMC4904,"P1MC49_E_
1702",Marche,Macerata,Pieve Torina,,"Provincia di
Macerata",SP96,3.06,3.08,1,"Protezione del corpo stradale dalla
caduta massi tra il Km 3+600 ed il Km
3+800 della S.P. 96 ‐ Pievetorina‐",Viabilità interrotta,Chiusa,"Barriere e
protezioni","Lesioni e danni al piano viabile da caduta
massi, reti esistenti danneggiate.","Disgaggio, rinforzo corticale per mq 1200
circa, installazione barriera rigida
paramassi per ml 100.00 circa e",Interventi di ripristino della viabilità interrotta,"S.P. 96 ‐ Interventi di systemazione del
versante e di ripristino di reti paramassi
a prog. km 3,6","1.331.550,00",10,90,1,,,,,,,,"1.331.550,00",,"1.331.550,00"
SPMC4905,"P1MC49_E_
1702",Marche,Macerata,Pieve Torina,,"Provincia di
Macerata",SP96,4.25,3.09,1,"Frana a valle del Corpo stradale tra il Km
3+850 ed il Km 3+900 della S.P. 96 ‐
Pievetorina‐Colfiorito (MC)",Viabilità interrotta,Chiusa,Corpo stradale,"Avvallamento del corpo stradale per
scivolamento della scarpata lato valle  e
presenza di fratture longitudinali lungo il","Disgaggio, rinforzo corticale per mq 1200
circa, installazione barriera rigida
paramassi per ml 100.00 circa e",Interventi di ripristino della viabilità interrotta,"S.P. 96 ‐ Interventi di ripristino di Corpo
stradale a prog. km 3,85","295.900,00",5,60,1,,,,,,,,"295.900,00",,"295.900,00"
SSPG0101,"S1PG01_E_
1701",Umbria,Perugia,Norcia,,Anas,SS685,13.36,11.08,1,"Grave danneggiamento della galleria,
deformazione del piano viabile, parziale
rottura del rivestimento",Viabilità interrotta,Chiusa,Opere d'arte,"Distacco parziale dell’intradosso del
solaio dell’impianto di ventilazione.
Distacchi diffusi di cls dalla calotta di
rivestimento della galleria.
Deformazioni della pavimentazione in
vari tratti.
Frattura (3/15 cm) del rivestimento in","Consolidamento tratto di galleria
danneggiato, ripristino della continuità
del piano viabile.",Interventi di ripristino della viabilità interrotta,"S.S. 685 Tre Valli Umbre. Lavori urgenti
di ripristino della Galleria San Benedetto
in corrispondenza del Km 11+000
danneggiata a seguito dell'evento
sismico del 30.10.2016","2.500.000,00",60,120,1,,,,,,,,"2.500.000,00",,"2.500.000,00"
SSPG0114,,Umbria,Perugia,"Norcia‐
Cerreto di
Spoleto","Norcia‐
Cerreto di
Spoleto",Anas,SS685,29,37,1,Abbattimento barriere paramassi,Viabilità interrotta,Chiusa,"Barriere e
protezioni","Le barriere paramassi esistenti tra il km
29+000 ed il km 37+000, alte circa 4
metri (tipologia ISO 2000) installate a
seguito del sisma del 1997 dalla Regione
Umbria, sono state abbatture in tratti
saltuari dai massi che si sono staccati a
seguito del sisma del 30/10/2016","Perlustrazione, disgaggio massi e
riparazione reti paramassi danneggiate",Interventi di ripristino della viabilità interrotta,"S.S. 685 “Tre Valli Umbre”. Lavori di
somma urgenza per il ripristino delle
condizioni di sicurezza della circolazione
stradale mediante attività di
perlustrazione, disgaggio e ripristino e
installazione delle barriere paramassi
danneggiate in tratti saltuari dal km
29+000 al km 37+000 a seguito
dell’evento sismico del 30/10/2016.","214.003,00",5,30,1,,,,,,,,"214.003,00","214.003,00",
SSPG0115,,Umbria,Perugia,Norcia,,Anas,SS685,29.15.00,,1,Abbattimento barriere paramassi,Viabilità interrotta,Chiusa,"Barriere e
protezioni","Abbattimento barriera paramassi al km
29+150 a seguito del sisma del
30/10/2016","Riparazione dei pannelli di barriera
abbattuti, installazione di nuova barriera
paramassi a monte della esistente",Interventi di ripristino della viabilità interrotta,"S.S. 685 Tre Valli Umbre. Lavori di
somma urgenza per il ripristino delle
condizioni di sicurezza della circolazione
stradale al km 35+500 a seguito
dell’evento sismico del 30/10/2016.","219.628,00",5,30,1,,,,,,,,"219.628,00","219.628,00",
SSPG0116,,Umbria,Perugia,Cerreto di Spoleto,,Anas,SS685,35.05.00,,1,Abbattimento barriere paramassi,Viabilità interrotta,Chiusa,"Barriere e
protezioni","Abbattimento barriera paramassi al km
35+500 a seguito del sisma del
30/10/2016","Riparazione dei pannelli di barriera
abbattuti, installazione di nuova barriera
paramassi a monte della esistente,
perlustrazione e disgaggio massi",Interventi di ripristino della viabilità interrotta,"S.S. 685 Tre Valli Umbre. Lavori di
somma urgenza per il ripristino delle
condizioni di sicurezza della circolazione
stradale al km 35+500 a seguito
dell’evento sismico del 30/10/2016.","219.628,00",5,30,1,,,,,,,,"219.628,00","219.628,00",
SSPG0117,,Umbria,Perugia,Norcia,,Anas,SS685,"12.600 /
13.850","12.950 /
14.100",1,Danneggiamento reti paramassi,Viabilità interrotta,Chiusa,"Barriere e
protezioni","Danneggiamento di reti a contatto a
seguito del sisma del 24/08/2016","Perlustrazione e disgaggio,
imbrigliamento di rete corticale",Interventi di ripristino della viabilità interrotta,"S.S. 685 Tre Valli Umbre. Lavori di
somma urgenza per il ripristino delle
condizioni di sicurezza della circolazione
stradale dal km 12+600 al km 12+950 e
dal km 13+850 al km 14+100 a seguito
dell’evento sismico del 24/08/2016.","208.373,00",5,30,1,,,,,,,,"208.373,00","208.373,00",
SSPG0118,,Umbria,Perugia,Cerreto di Spoleto,,Anas,SS685,34.06.00,,1,Danneggiamento reti paramassi,Viabilità interrotta,Chiusa,"Barriere e
protezioni","Danneggiamento di rete paramassi
esistente al km 34+600 a seguito del
sisma del 24/08/2016","Installazione di nuova rete paramassi e
perlustrazione e disgaggio di massi",Interventi di ripristino della viabilità interrotta,"S.S. 685 Tre Valli Umbre. Lavori di
somma urgenza  al km 34+600 a seguito
dell’evento sismico del 24/08/2016","225.104,00",5,30,1,,,,,,,,"225.104,00","225.104,00",
SSPG0119,,Umbria,Perugia,Cerreto di Spoleto,,Anas,SS685,33.03.00,,1,Abbattimento reti paramassi,Viabilità interrotta,Chiusa,"Barriere e
protezioni","Abbattimento completo delle reti
paramassi esistenti al km 33+300 a
seguito del sisma del 24/08/2016","Installazione di nuova rete paramassi e
perlustrazione e disgaggio di massi",Interventi di ripristino della viabilità interrotta,"SS685 delle Tre Valli Umbre ‐ Lavori di
somma urgenza  al km 33+300 a seguito
dell’evento sismico del 24/08/2016.","224.128,00",5,30,1,,,,,,,,"224.128,00","224.128,00",
SPPG0101,,Umbria,Perugia,"Sant'Anatolia
di Narco",,"Provincia di
Perugia","SP471
Tratto I",11.05,12.08,1,Caduta massi sulla sede stradale,Viabilità interrotta,Chiusa,"Barriere e
protezioni","Strada riaperta il 19/12/2016 ‐ Caduta
massi sulla sede stradale; Disgaggi e
demolizioni","Posa in opera di pannello in fune 6 X 4
ancorato sui 4 lati  con barre su fori e
barriera paramassi ad alto assorbimento
(3.000KJ) H=5,00 – L=60,00",Interventi di ripristino della viabilità interrotta,"SP471 di Anatolia di Narco ‐ Lavori di
somma urgenza per il ripristino della
transitabilità dal km 11+500 al km
12+800 loc. Gavelli a causa di caduta
massi a seguito dell'evento sismico del","190.000,00",5,30,1,,,,,,,,"190.000,00","190.000,00",
SPPG0401,,Umbria,Perugia,Preci,,"Provincia di
Perugia",SP475,6.02,6.06,2,Edifici pericolanti,Viabilità interrotta,Chiusa,Edilizia,Strada chiusa ‐ Edifici pericolanti,"Demolizione edifici e rimozione macerie
a cura del soggetto attuatore
competente",,,,,,,,,,,,,,,,
SPPG0604,,Umbria,Perugia,Norcia,,"Provincia di
Perugia","SP476
Tratto II",15.15,15.35,1,Edifici pericolanti,Viabilità interrotta,Chiusa,Edilizia,Strada chiusa ‐ Edifici pericolanti,"Demolizione edifici e rimozione macerie
a cura del soggetto attuatore
competente",,,,,,,,,,,,,,,,
SPPG0701,"P1PG06_E_
1701",Umbria,Perugia,Preci,,"Provincia di
Perugia","SP476
Tratto III",2.05,5.25,1,"Presenza di materiale roccioso su tutto il
versante di monte",Viabilità interrotta,Chiusa,"Barriere e
protezioni","Presenza di materiale roccioso in parte
distaccato e in parte fratturato su tutto il
versante di monte. Presenza di massi sul
piano viabile","Rimozione del materiale franato sul
piano viabile. Perlustrazione e disgaggio
sul versante di monte e
rimozione/demolizione del materiale
instabile. Installazione di barriere",Interventi di ripristino della viabilità interrotta,"SP476 di Norcia ‐ Lavori urgenti di
completamento per la messa in sicurezza
della parete rocciosa dal km 2+500 lato
destro al km 4+850 per pericolo da
caduta massi.","597.778,00",60,60,1,,,,,,,,"597.778,00",,"597.778,00"
SPPG0801,"P1PG05_E_
1701",Umbria,Perugia,Norcia,,"Provincia di
Perugia","SP477
Tratto I",2.08,3,1,Crollo muro di contenimento di valle,Viabilità interrotta,Chiusa,"Opere
complementari","Crollo muro di contenimento di valle per
una lunghezza di circa 50 m; parte
rimanente del muro di circa 100 m
lesionata.Lesioni longitudinali lungo
tutto il piano viabile.","Ricostruzione del muro crollato e
rinforzo del muro non ribaltato",Interventi di ripristino della viabilità interrotta,"SP477 di Castelluccio ‐ Ricostruzione del
muro crollato e rinforzo del muro non
ribaltato.
Rifacimento del piano viabile","358.667,00",60,60,1,,,,,,,,"358.667,00",,"358.667,00"
SPPG0802,"P1PG05_E_
1701",Umbria,Perugia,Norcia,,"Provincia di
Perugia","SP477
Tratto I",5.08,9.05,1,"Danneggiamento attraversamenti
idraulici;
versante franato",Viabilità interrotta,Chiusa,"Opere
complementari","Crollo e lesioni muri degli
attraversamento idraulici ad arco in
muratura; versante di monte franato","Ripristino e adeguamento strutturale
opere d'arte",Interventi di ripristino della viabilità interrotta,"SP477 di Castelluccio ‐ Interventi di
ripristino delle opere d'arte al km 5+800
e 9+500 e consolidamento della scarpata
di monte detritica al km 5+800.","239.111,00",60,60,1,,,,,,,,"239.111,00",,"239.111,00"
SPPG0803,"P1PG05_E_
1701",Umbria,Perugia,Norcia,,"Provincia di
Perugia","SP477
Tratto I",0,10.06,1,"Cedimento della scarpata di monte e di
valle",Viabilità interrotta,Chiusa,Corpo stradale,"Cedimento della scarpata di monte e di
valle con interessamento della
sovrastruttura stradale","Riprofilatura della scarpata di monte e
conseguente traslazione della
carreggiata e riprofilatura della scarpata",Interventi di ripristino della viabilità interrotta,"SP477 di Castelluccio ‐ Interventi di
ripristino della carreggiata stradale in
tratti saltuari.","1.673.778,00",15,60,1,,,,,,,,"1.673.778,00","315.000,00","1.358.778,00"
SPPG0804,"P1PG06_E_
1701",Umbria,Perugia,Norcia,,"Provincia di
Perugia","SP477
Tratto I",8.03,8.09,1,"Caduta massi provenienti dal versante
roccioso di monte",Viabilità interrotta,Chiusa,"Barriere e
protezioni","Presenza di massi in carreggiata
distaccati dal versante roccioso di
monte. Presenza di materiale roccioso in
parte distaccato e in parte fratturato su
tutto il versante di monte","Perlustrazione e disgaggio e rimozione
del materiale instabile; installazione di
barriere paramassi.",Interventi di ripristino della viabilità interrotta,"SP477 di Castelluccio ‐  Interventi di
perlustrazione, bonifica e chiodature del
versante roccioso di monte e
installazione di barriere paramassi.","2.929.111,00",60,60,1,,,,,,,,"2.929.111,00","350.000,00","2.579.111,00"
SPPG0805,"P1PG06_E_
1701",Umbria,Perugia,Norcia,,"Provincia di
Perugia","SP477
Tratto I",5.06,6.08,1,"Caduta massi provenienti dal versante
roccioso di monte",Viabilità interrotta,Chiusa,"Barriere e
protezioni","Presenza di massi in carreggiata
distaccati dal versante roccioso di
monte. Presenza di materiale roccioso in
parte distaccato e in parte fratturato su
tutto il versante di monte","Perlustrazione e disgaggio e rimozione
del materiale instabile; installazione di
barriere paramassi.",Interventi di ripristino della viabilità interrotta,"SP477 di Castelluccio ‐  Interventi di
perlustrazione, bonifica e chiodature del
versante roccioso di monte e
installazione di barriere paramassi.","1.195.556,00",60,60,1,,,,,,,,"1.195.556,00",,"1.195.556,00"
SPPG0901,,Umbria,Perugia,Norcia,,"Provincia di
Perugia","SP477
Tratto II",3.15,12.06,1,"Caduta massi provenienti dal versante
roccioso di monte",Viabilità interrotta,Chiusa,"Barriere e
protezioni","Presenza di massi in carreggiata
distaccati dal versante roccioso di
monte. Presenza di materiale roccioso in
parte distaccato e in parte fratturato su
tutto il versante di monte","Perlustrazione e disgaggio e
rimozione/demolizione del materiale
instabile",Interventi di ripristino della viabilità interrotta,"SP477 di Castelluccio ‐  Lavori di Somma
Urgenza per la bonifica del pendio
incombente sulla S.P. da Valico di Forca
Canapine a Pian Grande di Castelluccio.","165.000,00",10,20,1,,,,,,,,"165.000,00","165.000,00",
SPPG0902,,Umbria,Perugia,Norcia,,"Provincia di
Perugia","SP477
Tratto II",0,12.06,1,"Caduta massi provenienti dal versante
roccioso di monte",Viabilità interrotta,Chiusa,"Barriere e
protezioni","Presenza di massi in carreggiata
distaccati dal versante roccioso di
monte. Presenza di materiale roccioso in
parte distaccato e in parte fratturato su
tutto il versante di monte","Perlustrazione e disgaggio e
rimozione/demolizione del materiale
instabile",Interventi di ripristino della viabilità interrotta,"SP477 di Castelluccio ‐ Lavori di
completamento della Somma Urgenza
per la bonifica del pendio incombente
sulla S.P. da Valico di Forca Canapine a
Pian Grande di Castelluccio.","505.000,00",60,60,1,,,,,,,,"505.000,00","505.000,00",
SPPG0903,"P1PG05_E_
1701",Umbria,Perugia,Norcia,,"Provincia di
Perugia","SP477
Tratto II",0,12.06,1,"Cedimento della scarpata di valle e di
monte",Viabilità interrotta,Chiusa,Corpo stradale,"Cedimento scarpata di valle e di monte
con interessamento della sovrastruttura
stradale","Riprofilatura scarpata di monte e di valle
e traslazione carreggiata",Interventi di ripristino della viabilità interrotta,"SP477 di Castelluccio ‐ Interventi di
ripristino della carreggiata stradale","836.889,00",60,60,1,,,,,,,,"836.889,00",,"836.889,00"
SPPG1001,"P1PG06_E_
1701",Umbria,Perugia,Norcia,,"Provincia di
Perugia","SP477
Tratto III",0,6.05,1,"Presenza di massi e materiale roccioso
su tutto il versante di monte",Viabilità interrotta,Chiusa,"Barriere e
protezioni","Presenza di massi in carreggiata
distaccati dal versante roccioso di
monte. Presenza di materiale roccioso in
parte distaccato e in parte fratturato su
tutto il versante di monte","Perlustrazione e disgaggio e
rimozione/demolizione del materiale
instabile",Interventi di ripristino della viabilità interrotta,"SP477 di Castelluccio ‐Interventi di
perlustrazione, bonifica e chiodature del
versante roccioso di monte.","35.867,00",30,30,1,,,,,,,,"35.867,00",,"35.867,00"
SPPG1002,"P1PG05_E_
1701",Umbria,Perugia,Norcia,,"Provincia di
Perugia","SP477
Tratto III",0,6.05,1,Lesioni della pavimentazione stradale,Viabilità interrotta,Chiusa,Corpo stradale,"Increspatura e lesioni della
pavimentazione stradale",Ripristino sovrastruttura stradale,Interventi di ripristino della viabilità interrotta,"SP477 di Castelluccio ‐Interventi di
ripristino della carreggiata stradale","23.911,00",30,30,1,,,,,,,,"23.911,00",,"23.911,00"
SRPG0103,"R1PG01_E_
1701",Umbria,Perugia,Cerreto di Spoleto,,"Provincia di
Perugia",SR209,48.06.00,50.05.00,1,"Presenza di materiale roccioso su tutto il
versante di monte",Viabilità interrotta,Chiusa,"Barriere e
protezioni","Presenza di materiale roccioso in parte
distaccato e in parte fratturato su tutto il
versante di monte","Perlustrazione e disgaggio e rimozione
del materiale instabile; installazione di
barriere paramassi",Interventi di ripristino della viabilità interrotta,"SR209 Valnerina ‐ Lavori di
completamento per la messa in sicurezza
della parete roccciosa dal km 48+600
lato destro al km 50+500 per pericolo da","1.315.111,00",30,60,1,,,,,,,,"1.315.111,00",,"1.315.111,00"
SSRM0101,"S1RI01_E_1
701",Lazio,Rieti,Antrodoco,,Anas,SS17,2.03,2.04,1,"Scarpata in roccia fratturata con rischio
di caduta massi.L m. 100",Viabilità non in piena funzionalità,Aperta,"Barriere e
protezioni","Dissesto su scarpata in roccia con
potenziale distacco di pietre dalla
scarpata.","Disgaggio delle pietre e blocchi rocciosi
instabili; fornitura e posa di rete
metallica a contatto.",Interventi di ripristino della piena funzionalità della circolazione,"S.S. 17 ‐ km 2+300 ‐ Scarpata in roccia
fratturata con rischio di caduta massi a
seguito di eventi sismici.","745.000,00",40,90,2,,,,,,,,"745.000,00",,"745.000,00"
SSRM0102,"S1RI01_E_1
701",Lazio,Rieti,Antrodoco,,Anas,SS17,6.08,7.33,1,"Dissesto del Piano Viabile con
interessamento delle Scarpate in terra
con rischio di caduta materiale sul piano
viabile. L = 130 m",Viabilità non in piena funzionalità,Aperta,Corpo stradale,"Dissesto del Piano Viabile e su scarpata
in terra con potenziale distacco di
materiale dalla scarpata.","Fornitura e posa di rete metallica a
contatto.",Interventi di ripristino della piena funzionalità della circolazione,"S.S. 17 ‐ Lavori  urgenti per la messa in
sicurezza del corpo stradale, lungo la SS
17dal km 6+800 al km 6+930, ripristino
per principio di distaccamento piano
viabile versante a valle.","387.650,00",40,90,2,,,,,,,,"387.650,00",,"387.650,00"
SSRM0202,"S1RI02_E_1
708",Lazio,Rieti,Antrodoco,,Anas,SS4,101.35.00,101.01.00,1,"Corpo del rilevato stradale in frana. L m.
150",Viabilità non in piena funzionalità,Aperta,Corpo stradale,"Dissesto del corpo del rilevato stradale
in frana lato valle direzione Ascoli ‐
Franamento della scarpata di valle in
frana, presenza di solchi, fratture di
distacco .","Realizzazione di una paratia di micropali
lungo la sede stradale con realizzazione
di soletta in cls armata a sbalzo
incastrata sulla cordolatura superiore
della palificata  e rifacimento delle opere
idrauliche, cordolo e montaggio barriera
di protezione.",Interventi di ripristino della piena funzionalità della circolazione,"S.S. 4 ‐ km 100+950 ‐ Corpo del rilevato
in frana a seguito di eventi sismici.","520.000,00",40,45,2,,,,,,,,"520.000,00",,"520.000,00"
SSRM0203,"S1RI02_E_1
708",Lazio,Rieti,Amatrice,,Anas,SS4,129,129.06.00,1,"Corpo del rilevato stradale in frana. L m.
60",Viabilità non in piena funzionalità,Aperta,Corpo stradale,"Dissesto del corpo del rilevato stradale
in frana lato valle direzione Ascoli ‐
Franamento della scarpata di valle in
frana, presenza di solchi, fratture di
distacco.","Realizzazione di una paratia di micropali
lungo la sede stradale e cordolo
superiore della palificata; rifacimento
delle opere idrauliche, cordolo e
montaggio barriera di protezione",Interventi di ripristino della piena funzionalità della circolazione,"S.S. 4 ‐ km 129+000 ‐ Corpo del rilevato
in frana a seguito di eventi sismici.","186.000,00",40,20,2,,,,,,,,"186.000,00",,"186.000,00"
SSRM0205,"S1RI02_E_1
710",Lazio,Rieti,Amatrice,,Anas,SS4,126.03.00,131.08.00,1,"Scarpata in roccia fratturata con rischio
di caduta massi.        L m. 100",Viabilità non in piena funzionalità,Aperta,"Barriere e
protezioni","Dissesto su scarpata in roccia con
potenziale distacco di pietre dalla
scarpata.","Disgaggio delle pietre e blocchi rocciosi
instabili; fornitura e posa di rete
metallica a contatto.",Interventi di ripristino della piena funzionalità della circolazione,"S.S. 4 ‐ km 126+300 ‐ Scarpata in roccia
fratturata con rischio di caduta massi a
seguito di eventi sismici.","370.000,00",40,90,2,,,,,,,,"370.000,00",,"370.000,00"
SSRM0206,"S1RI02_E_1
710",Lazio,Rieti,Amatrice,,Anas,SS4,132.03.00,132.04.00,1,"Scarpata in roccia fratturata con rischio
di caduta massi.       L m. 100",Viabilità non in piena funzionalità,Aperta,"Barriere e
protezioni","Dissesto su scarpata in roccia con
potenziale distacco di pietre dalla
scarpata.","Disgaggio delle pietre e blocchi rocciosi
instabili; fornitura e posa di rete
metallica a contatto.",Interventi di ripristino della piena funzionalità della circolazione,"S.S. 4 ‐ km 132+300 ‐ Scarpata in roccia
fratturata con rischio di caduta massi a
seguito di eventi sismici.","24.750,00",30,20,2,,,,,,,,"24.750,00",,"24.750,00"
SSRM0207,"S1RI02_E_1
710",Lazio,Rieti,Amatrice,,Anas,SS4,132.09.00,133.33.00,1,"Scarpata in roccia fratturata con rischio
di caduta massi.        L m. 30",Viabilità non in piena funzionalità,Aperta,"Barriere e
protezioni","Dissesto su scarpata in roccia con
potenziale distacco di pietre dalla
scarpata.","Disgaggio delle pietre e blocchi rocciosi
instabili; fornitura e posa di rete
metallica a contatto.",Interventi di ripristino della piena funzionalità della circolazione,"S.S. 4 ‐ km 132+900 ‐ Scarpata in roccia
fratturata con rischio di caduta massi a
seguito di eventi sismici.","24.750,00",20,10,2,,,,,,,,"24.750,00",,"24.750,00"
SSRM0208,"S1RI02_E_1
708",Lazio,Rieti,Amatrice,,Anas,SS4,133.01.00,133.02.00,1,"Corpo del rilevato stradale in frana. L m.
100",Viabilità non in piena funzionalità,Aperta,Corpo stradale,"Dissesto del corpo del rilevato stradale
in frana lato valle direzione Ascoli.
Franamento della scarpata di valle in
frana, presenza di solchi, fratture di
distacco.","Realizzazione di una paratia di micropali
lungo la sede stradale con realizzazione
di cordolo superiore della palificata;
rifacimento delle opere idrauliche e
montaggio barriera di protezione.",Interventi di ripristino della piena funzionalità della circolazione,"S.S. 4 ‐ km 133+100 ‐ Corpo del rilevato
in frana a seguito di eventi sismici.","370.000,00",40,35,2,,,,,,,,"370.000,00",,"370.000,00"
SSRM0209,"S1RI02_E_1
708",Lazio,Rieti,Amatrice,,Anas,SS4,134.17.00,134.25.00,1,Dissesto del piano viabile. L m. 80,Viabilità non in piena funzionalità,Aperta,Corpo stradale,"Abbassamento della piazzola di sosta
con distacco dalla sede stradale per
effetto del costipamento del terreno a","Consolidamento del terreno e del
pavimentazione stradale.",Interventi di ripristino della piena funzionalità della circolazione,"S.S. 4 ‐ km 133+700 ‐ Dissesto del piano
viabile a seguito di eventi sismici.","62.000,00",30,20,2,,,,,,,,"62.000,00",,"62.000,00"
SSRM0210,"S1RI02_E_1
709",Lazio,Rieti,Amatrice,,Anas,SS4,134.38.00,134.08.00,1,"Corpo del rilevato stradale in frana. L m.
100",Viabilità non in piena funzionalità,Aperta,Corpo stradale,"Dissesto del corpo del rilevato stradale
in frana lato valle direzione Ascoli.
Franamento della scarpata di valle in
frana, presenza di solchi, fratture di
distacco.","Realizzazione di una paratia di micropali
lungo la sede stradale con realizzazione
di cordolo superiore della palificata;
rifacimento delle opere idrauliche e
montaggio barriera di protezione.",Interventi di ripristino della piena funzionalità della circolazione,"S.S. 4 ‐ km 133+980 ‐ Corpo del rilevato
in frana a seguito di eventi sismici.","371.250,00",40,35,2,,,,,,,,"371.250,00",,"371.250,00"
SSRM0212,"S1RI02_E_1
710",Lazio,Rieti,Amatrice,,Anas,SS4,134.09.00,135,1,"Scarpata in roccia fratturata con rischio
di caduta massi.       L m. 100",Viabilità non in piena funzionalità,Aperta,"Barriere e
protezioni","Dissesto su scarpata in roccia con
potenziale distacco di pietre dalla
scarpata.","Disgaggio delle pietre e blocchi rocciosi
instabili; fornitura e posa di rete
metallica a contatto più rafforzamento
corticale.",Interventi di ripristino della piena funzionalità della circolazione,"S.S. 4 ‐ km 134+900 ‐ Scarpata in roccia
fratturata con rischio di caduta massi a
seguito di eventi sismici.","325.000,00",40,30,2,,,,,,,,"325.000,00",,"325.000,00"
SSRM0214,"S1RI02_E_1
710",Lazio,Rieti,Amatrice,,Anas,SS4,136.45.00,136.55.00,1,"Scarpata in roccia fratturata con rischio
di caduta massi.       L m. 100",Viabilità non in piena funzionalità,Aperta,"Barriere e
protezioni","Dissesto su scarpata in roccia con
potenziale distacco di pietre dalla
scarpata.","Disgaggio delle pietre e blocchi rocciosi
instabili; fornitura e posa di rete
metallica a contatto.",Interventi di ripristino della piena funzionalità della circolazione,"S.S. 4 ‐ km 136+450 ‐ Scarpata in roccia
fratturata con rischio di caduta massi a
seguito di eventi sismici.","78.000,00",30,20,2,,,,,,,,"78.000,00",,"78.000,00"
SSRM0215,"S1RI02_E_1
710",Lazio,Rieti,Amatrice,,Anas,SS4,137.13.00,137.19.00,1,"Scarpata in roccia fratturata con rischio
di caduta massi.       L m. 60",Viabilità non in piena funzionalità,Aperta,"Barriere e
protezioni","Dissesto su scarpata in roccia con
potenziale distacco di pietre dalla
scarpata.","Disgaggio delle pietre e blocchi rocciosi
instabili; fornitura e posa di rete
metallica a contatto.",Interventi di ripristino della piena funzionalità della circolazione,"S.S. 4 ‐ km 136+730 ‐ Scarpata in roccia
fratturata con rischio di caduta massi a
seguito di eventi sismici.","25.000,00",20,20,2,,,,,,,,"25.000,00",,"25.000,00"
SSRM0216,"S1RI02_E_1
710",Lazio,Rieti,Amatrice,,Anas,SS4,137.09.00,138,1,"Scarpata in roccia fratturata con rischio
di caduta massi.       L m. 100",Viabilità non in piena funzionalità,Aperta,"Barriere e
protezioni","Dissesto su scarpata in roccia con
potenziale distacco di pietre dalla
scarpata.","Disgaggio delle pietre e blocchi rocciosi
instabili; fornitura e posa di rete
metallica a contatto.",Interventi di ripristino della piena funzionalità della circolazione,"S.S. 4 ‐ km 137+900 ‐ Scarpata in roccia
fratturata con rischio di caduta massi a
seguito di eventi sismici.","167.000,00",40,20,2,,,,,,,,"167.000,00",,"167.000,00"
SSRM0222,"S1RI02_E_1
709",Lazio,Rieti,Amatrice,,Anas,SS4,129.03.00,129.04.00,1,"Corpo del rilevato stradale in frana. L m.
100",Viabilità non in piena funzionalità,Aperta,Corpo stradale,"Dissesto del corpo del rilevato stradale
in frana lato valle direzione Ascoli.
Franamento della scarpata di valle in
frana, presenza di solchi, fratture di
distacco.","Realizzazione di una paratia di micropali
lungo la sede stradale e cordolo
superiore della palificata; rifacimento
delle opere idrauliche, cordolo e
montaggio barriera di protezione.",Interventi di ripristino della piena funzionalità della circolazione,"S.S. 4 ‐ km 129+300 ‐ Corpo del rilevato
in frana a seguito di eventi sismici.","320.000,00",40,30,2,,,,,,,,"320.000,00",,"320.000,00"
